City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,candon,17.1947,120.4517,25.58,83,17,1.41,PH,1698532380
289,touros,-5.1989,-35.4608,25.73,73,59,7.02,BR,1698532380
290,fernley,39.608,-119.2518,10.71,28,0,3.13,US,1698532381
291,college,64.8569,-147.8028,-2.83,83,75,0.45,US,1698532381
292,ribeira brava,32.65,-17.0667,21.11,68,66,3.42,PT,1698532381
293,port macquarie,-31.4333,152.9167,21.05,58,45,2.43,AU,1698532272
294,dambatta,12.433,8.5154,21.06,19,13,3.3,NG,1698532381
295,laminusa,5.5549,120.9136,27.86,72,41,0.83,PH,1698532382
296,pilsen,49.7475,13.3776,10.14,99,100,0.51,CZ,1698532382
297,mitu,1.1983,-70.1733,25.74,84,91,0.46,CO,1698532383
298,agnita,45.9667,24.6167,6.84,71,2,1.44,RO,1698532383
299,illizi,26.4833,8.4667,26.89,20,15,1.59,DZ,1698532383
300,constantia,44.1833,28.65,17.61,53,60,2.31,RO,1698532384
301,freeport,40.6576,-73.5832,26.1,68,0,4.12,US,1698532361
302,lugovoy,42.9472,72.7644,15.72,52,100,4.77,KZ,1698532384
303,happy valley-goose bay,53.3168,-60.3315,3.17,100,100,4.63,CA,1698532385
304,kodiak,57.79,-152.4072,6.73,100,100,4.63,US,1698532385
305,vidyayevo,69.3191,32.8049,-7.06,93,80,1.19,RU,1698532385
306,tabalah,19.95,42.4,21.58,47,92,3.6,SA,1698532386
307,mount gambier,-37.8333,140.7667,10.25,69,31,2.65,AU,1698532134
308,carutapera,-1.195,-46.02,26.94,78,12,5.48,BR,1698532386
309,murzuq,25.9155,13.9184,24.19,23,0,3.6,LY,1698532387
310,arkhangel'sk,64.5401,40.5433,-4.37,81,100,3.26,RU,1698532387
311,leones,-32.6617,-62.2968,24.47,49,0,4.14,AR,1698532387
312,utrik,11.2278,169.8474,28.39,75,80,8.15,MH,1698532387
313,tchibanga,-2.85,11.0333,22.81,96,10,0.93,GA,1698532388
314,bardai,11.65,7.2333,23.5,26,0,2.25,NG,1698532388
315,vilyuchinsk,52.9306,158.4028,3.85,67,100,1.59,RU,1698532388
316,fukuecho,32.6881,128.8419,18.68,63,20,5.94,JP,1698532389
317,mejit,10.2753,170.8646,28.45,75,45,8.37,MH,1698532390
318,revelstoke,50.9832,-118.2023,5.01,38,20,1.54,CA,1698532390
319,tralee,52.2704,-9.7026,9.13,90,100,1.39,IE,1698532391
320,pointe-noire,-4.7761,11.8635,26.18,87,17,2.02,CG,1698532391
321,erenhot,43.6475,111.9767,8.66,35,42,4.59,CN,1698532391
322,bol,13.4586,14.7147,28.65,45,10,4.5,TD,1698532391
323,papao,-17.75,-149.55,28.82,75,80,4.19,PF,1698532392
324,chiredzi,-21.05,31.6667,24.77,54,0,3.38,ZW,1698532392
325,dunedin,-45.8742,170.5036,12.11,70,86,1.34,NZ,1698532209
326,pemba,-12.974,40.5178,26.39,94,40,3.6,MZ,1698532393
327,angaur state,6.906,134.13,27.81,71,100,1.34,PW,1698532393
328,hameenlinna,60.996,24.4643,-4.05,84,13,1.46,FI,1698532393
329,sungai penuh,-2.0833,101.3833,17.4,89,25,1.7,ID,1698532393
330,phuthaditjhaba,-28.5242,28.8158,9.51,94,100,3.57,ZA,1698532394
331,adam,22.3756,57.5233,25.22,57,71,3.07,OM,1698532394
332,yangju,37.8331,127.0617,7.63,76,0,1.15,KR,1698532394
333,dzhetygara,52.1908,61.2006,-0.21,99,100,2.3,KZ,1698532395
334,karak city,31.1637,35.762,19.25,62,99,4.46,JO,1698532395
335,santo antonio,-6.3106,-35.4789,24.18,72,9,3.8,BR,1698532395
336,nouadhibou,20.931,-17.0347,21.99,78,0,6.17,MR,1698532396
337,moree,-29.4667,149.85,21.36,35,0,5.31,AU,1698532396
338,acapulco de juarez,16.8634,-99.8901,28.8,78,100,3.69,MX,1698532121
339,argo,37.6333,22.7333,19.32,73,99,1.94,GR,1698532397
340,kavaratti,10.5669,72.642,28.3,73,50,2.19,IN,1698532397
341,middlebury (village),44.0153,-73.1673,14.05,65,40,3.6,US,1698532398
342,kalmunai,7.4167,81.8167,25.26,86,74,1.27,LK,1698532398
343,hilo,19.7297,-155.09,28.85,71,0,4.12,US,1698532152
344,coquimbo,-29.9533,-71.3436,17.85,55,0,5.66,CL,1698532284
345,molina,-35.1167,-71.2833,11.87,81,100,7.72,CL,1698532399
346,aldinga beach,-35.2793,138.4604,15.81,54,7,2.04,AU,1698532399
347,west bay,19.3667,-81.4167,29.04,68,40,7.2,KY,1698532400
348,luis correia,-2.8792,-41.6669,28.0,69,0,10.8,BR,1698532400
349,pathein,16.7833,94.7333,23.75,93,66,1.38,MM,1698532401
350,tanda,26.55,82.65,20.79,51,94,0.3,IN,1698532401
351,steinbach,50.1667,8.5667,12.32,91,100,3.09,DE,1698532401
352,ulaangom,49.9811,92.0667,-4.93,64,19,0.83,MN,1698532401
353,okeho,8.0333,3.35,23.26,88,13,1.81,NG,1698532402
354,sinnar,13.5691,33.5672,25.44,76,84,5.45,SD,1698532402
355,tannum sands,-23.9504,151.3693,25.42,53,23,5.66,AU,1698532405
356,nuuk,64.1835,-51.7216,-2.66,68,75,8.23,GL,1698532405
357,sosnovo-ozerskoye,52.5249,111.5418,-8.38,47,0,6.1,RU,1698532406
358,moultrie,31.1799,-83.7891,26.87,57,0,2.06,US,1698532406
359,portland,45.5234,-122.6762,14.2,39,0,4.63,US,1698532327
360,emerald,-23.5333,148.1667,22.41,53,26,5.84,AU,1698532407
361,buala,-8.145,159.5921,28.96,73,93,2.07,SB,1698532407
362,norderney,53.7,7.15,9.99,91,100,9.62,DE,1698532407
363,novaya igirma,57.1334,103.9112,-6.12,58,76,3.72,RU,1698532408
364,bau,7.4053,124.6497,25.1,88,79,0.52,PH,1698532408
365,kosmach,48.7509,24.3673,10.31,73,27,3.38,UA,1698532408
366,mount isa,-20.7333,139.5,27.87,11,19,2.57,AU,1698532409
367,frontera,26.9333,-101.45,30.5,48,20,1.34,MX,1698532409
368,hammerfest,70.6634,23.6821,-0.75,80,75,2.06,NO,1698532409
369,khadyzhensk,44.4256,39.5319,17.46,79,23,3.54,RU,1698532410
370,tankara,22.6667,70.7333,25.87,41,0,2.01,IN,1698532410
371,mbanza-ngungu,-5.25,14.8667,21.79,89,67,1.18,CD,1698532411
372,puerto carreno,6.189,-67.4859,32.99,62,20,3.6,CO,1698532290
373,napier,-39.4833,176.9167,11.85,60,96,2.86,NZ,1698532411
374,sisimiut,66.9395,-53.6735,-4.94,78,97,5.31,GL,1698532412
375,saipan,15.1355,145.701,29.39,84,40,4.12,MP,1698532412
376,lengshuijiang,27.6881,111.4294,16.79,89,36,0.57,CN,1698532412
377,mugia,43.1041,-9.2179,16.62,78,100,12.57,ES,1698532413
378,borogontsy,62.6683,131.1683,-5.96,88,100,4.16,RU,1698532413
379,chachapoyas,-6.2317,-77.869,14.7,92,100,1.25,PE,1698532413
380,saint-philippe,-21.3585,55.7679,22.77,89,33,3.6,RE,1698532414
381,barra do corda,-5.5,-45.25,32.65,29,38,0.9,BR,1698532415
382,sinjar,36.3209,41.8754,21.52,40,0,1.13,IQ,1698532415
383,lianhe,47.1333,129.2667,1.61,56,9,0.59,CN,1698532415
384,pindushi,62.9152,34.58,-3.36,91,92,1.5,RU,1698532416
385,ar ruways,24.1103,52.7306,26.63,51,2,1.08,AE,1698532416
386,zalaegerszeg,46.84,16.8439,8.77,90,2,3.12,HU,1698532418
387,valjevo,44.2751,19.8982,13.77,70,68,2.02,RS,1698532418
388,kolbuszowa,50.2441,21.7761,10.21,84,84,2.95,PL,1698532418
389,east ballina,-28.8667,153.5833,16.0,62,94,1.51,AU,1698532418
390,fortuna,40.5982,-124.1573,16.63,65,0,5.14,US,1698532419
391,huancabamba,-5.2386,-79.4506,15.4,98,100,2.03,PE,1698532419
392,newman,37.3138,-121.0208,20.13,23,0,6.71,US,1698532420
393,murun-kuren,49.6342,100.1625,-5.35,45,15,0.84,MN,1698532421
394,nikolayevsk-on-amure,53.1406,140.73,-0.78,76,44,2.34,RU,1698532421
395,yarmouth,41.7057,-70.2286,21.65,83,0,3.58,US,1698532395
396,francisco beltrao,-26.0811,-53.055,18.86,99,100,1.4,BR,1698532422
397,tsiombe,-25.3,45.4833,23.2,77,0,1.97,MG,1698532422
398,nova vicosa,-17.8919,-39.3719,25.12,84,99,5.97,BR,1698532422
399,nyurba,63.2842,118.3319,-12.15,93,58,2.94,RU,1698532423
400,itapecuru mirim,-3.3925,-44.3586,26.94,77,27,4.14,BR,1698532423
401,filey,54.21,-0.2892,12.66,93,100,3.13,GB,1698532423
402,bandarbeyla,9.4942,50.8122,25.99,80,95,5.67,SO,1698532424
403,tionk essil,12.7856,-16.5217,27.03,71,16,2.24,SN,1698532424
404,sechura,-5.5569,-80.8222,22.93,70,70,7.86,PE,1698532424
405,an nuhud,12.7,28.4333,25.79,67,37,4.41,SD,1698532425
406,tabou,4.423,-7.3528,25.54,88,2,2.96,CI,1698532425
407,uthal,25.8072,66.6219,25.36,73,1,0.58,PK,1698532425
408,bang rakam,16.7585,100.1174,25.0,100,0,0.51,TH,1698532426
409,kadoma,34.7333,135.5833,15.99,61,20,3.09,JP,1698532426
410,nogliki,51.8333,143.1667,-0.92,79,44,3.13,RU,1698532409
411,taoudenni,22.6783,-3.9836,32.39,11,0,2.79,ML,1698532426
412,rafsanjan,30.4067,55.9939,18.97,32,76,1.1,IR,1698532427
413,cherepovets,59.1333,37.9,-1.79,94,100,2.1,RU,1698532427
414,ceelbuur,4.685,46.6176,25.58,80,75,2.29,SO,1698532427
415,amga,60.8953,131.9608,-7.27,90,100,1.92,RU,1698532427
416,rimus,16.8764,120.3966,26.3,80,13,1.38,PH,1698532428
417,sao joao da barra,-21.6403,-41.0511,25.05,86,96,9.85,BR,1698532428
418,kiknur,57.3034,47.2011,0.37,95,100,5.96,RU,1698532428
419,penukonda,14.0833,77.5833,21.48,87,44,1.47,IN,1698532428
420,iquique,-20.2208,-70.1431,19.02,83,71,1.81,CL,1698532288
421,bangaon,23.0667,88.8167,21.45,60,0,2.16,IN,1698532429
422,ouesso,1.6136,16.0517,24.65,77,100,0.88,CG,1698532429
423,kailua-kona,19.6406,-155.9956,29.17,75,40,4.63,US,1698532197
424,barcelos,41.5388,-8.6151,17.08,93,100,8.89,PT,1698532429
425,aberdeen,57.1437,-2.0981,10.27,95,100,7.72,GB,1698532275
426,petropavlovsk-kamchatsky,53.0452,158.6483,3.03,59,0,5.0,RU,1698532430
427,southside,33.9245,-86.0225,27.06,57,20,1.41,US,1698532430
428,moussoro,13.6408,16.4901,30.45,15,2,4.45,TD,1698532430
429,magong,23.5654,119.5863,24.76,76,73,10.81,TW,1698532430
430,usogorsk,63.4106,48.6872,-3.52,83,100,4.01,RU,1698532431
431,marquette,46.5333,-87.6335,3.23,72,100,3.13,US,1698532307
432,alofi,-19.0595,-169.9187,26.94,65,36,6.17,NU,1698532431
433,moyynkum,44.2914,72.9469,15.49,55,100,2.75,KZ,1698532431
434,patacamaya,-17.2333,-67.9167,14.19,17,89,8.53,BO,1698532431
435,sovetskaya gavan',48.9723,140.2878,0.61,56,9,1.47,RU,1698532431
436,val-des-monts,45.6501,-75.666,9.45,71,40,4.12,CA,1698532432
437,pangkalpinang,-2.1333,106.1333,25.97,82,85,2.68,ID,1698532432
438,vadso,70.0744,29.7487,-1.91,86,100,2.06,NO,1698532432
439,timmins,48.4669,-81.3331,-0.1,64,75,2.06,CA,1698532432
440,filadelfia,39.9523,-75.1638,25.54,68,13,2.06,US,1698532433
441,stanthorpe,-28.6667,151.95,18.71,41,5,1.67,AU,1698532433
442,bambari,5.768,20.6757,21.91,95,86,1.02,CF,1698532433
443,los frentones,-26.4077,-61.4137,26.48,70,41,3.19,AR,1698532433
444,bangolo,7.0069,-7.475,23.24,86,53,0.77,CI,1698532433
445,nizhneudinsk,54.9076,99.0276,-4.22,48,99,1.85,RU,1698532434
446,mirto,38.0847,14.7515,18.44,85,13,1.48,IT,1698532434
447,severo-yeniseyskiy,60.3725,93.0408,-9.12,81,100,7.15,RU,1698532434
448,dapa,9.7594,126.0531,27.24,78,51,1.96,PH,1698532434
449,waseca,44.0777,-93.5074,-0.06,85,75,4.12,US,1698532435
450,gaiman,-43.2897,-65.4929,16.11,23,49,12.87,AR,1698532435
451,itamarandiba,-17.8572,-42.8589,20.65,91,100,1.44,BR,1698532137
452,oroqen zizhiqi,50.5667,123.7167,0.03,65,100,0.65,CN,1698532435
453,alvaraes,-3.2208,-64.8042,31.93,53,99,1.08,BR,1698532435
454,verkhovazh'ye,60.7472,42.0465,-3.25,92,99,2.52,RU,1698532436
455,sao vicente,-23.9631,-46.3919,30.15,78,100,2.24,BR,1698532255
456,karachi,24.9056,67.0822,21.9,56,0,1.54,PK,1698532436
457,arteche,12.2645,125.4048,27.46,83,75,2.82,PH,1698532436
458,yuzhno-kurilsk,44.0306,145.8556,11.32,87,86,2.35,RU,1698532436
459,puerto penasco,31.3167,-113.5333,24.95,70,0,3.43,MX,1698532437
460,gaspe,48.8334,-64.4819,13.95,71,40,8.75,CA,1698532344
461,colares,38.7992,-9.4469,20.42,88,83,8.05,PT,1698532437
462,sangmelima,2.9333,11.9833,21.78,85,97,0.53,CM,1698532437
463,island harbour,50.724,-1.2758,12.31,93,93,0.89,GB,1698532437
464,khorixas,-20.3667,14.9667,18.89,28,0,0.55,NA,1698532438
465,dubbo,-32.25,148.6167,17.07,55,1,4.12,AU,1698532438
466,diamantino,-14.4086,-56.4461,27.72,61,56,2.23,BR,1698532237
467,kenai,60.5544,-151.2583,2.86,83,0,5.14,US,1698532438
468,salinopolis,-0.6136,-47.3561,28.07,77,16,7.15,BR,1698532439
469,palanga,55.9175,21.0686,0.01,93,75,1.54,LT,1698532439
470,corumba,-19.0092,-57.6533,33.07,41,83,3.17,BR,1698532439
471,tidjikja,18.5564,-11.4271,29.52,12,0,3.01,MR,1698532439
472,sparti,37.0733,22.4297,19.97,84,100,1.95,GR,1698532440
473,bodo,67.28,14.405,0.02,94,75,5.14,NO,1698532440
474,mujiayingzi,42.1167,118.7833,9.2,59,5,3.36,CN,1698532440
475,mili,6.0815,171.735,28.62,74,73,6.59,MH,1698532440
476,malanje,-9.5402,16.341,18.43,88,99,0.87,AO,1698532441
477,klaksvik,62.2266,-6.589,7.51,78,99,11.52,FO,1698532441
478,keelakarai,9.2333,78.7833,27.15,79,97,2.9,IN,1698532441
479,worland,44.0169,-107.9554,-1.85,69,20,1.54,US,1698532207
480,douentza,14.9951,-2.9517,28.59,19,11,1.73,ML,1698532441
481,lop buri,14.7981,100.654,27.25,99,84,1.11,TH,1698532442
482,beyneu,45.3167,55.2,17.96,53,100,2.75,KZ,1698532442
483,yulinshi,38.2906,109.7494,11.27,35,3,2.26,CN,1698532443
484,basco,20.4487,121.9702,26.03,79,20,6.56,PH,1698532443
485,nizhniy kuranakh,58.8353,125.4869,-4.4,95,100,3.57,RU,1698532443
486,gurupi,-11.7292,-49.0686,31.1,39,85,2.63,BR,1698532444
487,mariakani,-3.8633,39.4736,26.05,96,100,1.79,KE,1698532444
488,egilsstadir,65.2653,-14.3948,0.95,93,75,2.57,IS,1698532444
489,fada,9.5667,8.3,22.29,74,4,1.2,NG,1698532445
490,ararat,39.8317,44.7049,12.19,47,80,0.92,AM,1698532446
491,callao,-12.0667,-77.15,21.16,73,40,4.12,PE,1698532446
492,kavieng,-2.5744,150.7967,28.48,79,11,6.93,PG,1698532446
493,waterville,44.552,-69.6317,21.47,60,75,4.63,US,1698532447
494,katsuren-haebaru,26.3369,127.8719,22.01,78,75,3.09,JP,1698532447
495,xiazhen,34.8022,117.1117,15.57,58,0,2.6,CN,1698532447
496,jieshi,22.8134,115.8257,22.78,80,86,6.91,CN,1698532448
497,afaahiti,-17.75,-149.2833,27.93,76,89,3.27,PF,1698532448
498,coahuayana de hidalgo,18.7,-103.6583,28.73,76,85,2.02,MX,1698532449
499,kasane,-17.8167,25.15,25.16,20,77,0.47,BW,1698532449
500,polyarnyy,69.1989,33.4478,-6.34,93,96,1.59,RU,1698532449
501,butte,39.6499,-121.5677,19.45,22,0,5.66,US,1698532450
502,dame-marie,18.5667,-74.4167,26.83,77,14,5.29,HT,1698532450
503,varadero,23.1536,-81.2514,26.42,71,10,7.22,CU,1698532451
504,ciudad acuna,29.3232,-100.9522,29.16,52,0,4.12,MX,1698532451
505,saint-pierre,-21.3393,55.4781,22.82,73,0,0.51,RE,1698532451
506,guerrero negro,27.9769,-114.0611,20.87,64,0,8.12,MX,1698532451
507,al wafrah,28.6392,47.9306,21.37,31,46,1.83,KW,1698532452
508,huanren,41.2647,125.3667,4.37,63,3,1.22,CN,1698532187
509,tromso,69.6496,18.957,-3.99,86,79,1.03,NO,1698532452
510,beau vallon,-20.4189,57.6953,22.9,94,20,1.54,MU,1698532452
511,kristiansund,63.1115,7.732,-0.97,74,8,0.51,NO,1698532453
512,idri,27.5,13.2667,24.64,20,0,4.02,LY,1698532453
513,east london,-33.0153,27.9116,13.93,64,100,7.84,ZA,1698532211
514,ponta delgada,37.7333,-25.6667,17.88,67,20,3.09,PT,1698532454
515,taco pozo,-25.6167,-63.2833,29.6,30,0,2.25,AR,1698532455
516,waddan,29.1614,16.139,22.9,26,10,2.55,LY,1698532456
517,eyl,7.9803,49.8164,26.06,79,76,5.78,SO,1698532457
518,chania,35.5122,24.0156,19.78,94,40,1.54,GR,1698532457
519,pontianak,-0.0333,109.3333,23.99,100,40,1.03,ID,1698532457
520,sabang,5.8933,95.3214,26.91,78,55,0.85,ID,1698532458
521,termas de rio hondo,-27.4998,-64.8604,27.06,46,8,1.74,AR,1698532459
522,antalaha,-14.9003,50.2788,21.92,90,26,2.16,MG,1698532459
523,pangoa,-12.1167,-73.0,22.12,97,100,0.84,PE,1698532459
524,koz'modem'yansk,56.3367,46.5711,-0.77,97,100,5.91,RU,1698532459
525,nurillo,26.267,-98.1214,32.86,51,40,8.23,US,1698532460
526,gamba,-2.65,10.0,25.52,90,5,1.62,GA,1698532461
527,prince rupert,54.3161,-130.3201,7.83,69,0,2.06,CA,1698532461
528,flying fish cove,-10.4217,105.6791,24.82,88,100,3.6,CX,1698532461
529,necochea,-38.5473,-58.7368,20.4,55,13,4.53,AR,1698532206
530,mula,38.0409,-1.4901,14.92,58,0,1.31,ES,1698532462
531,sundargarh,22.1167,84.0333,17.96,68,1,1.55,IN,1698532462
532,la foa,-21.7108,165.8276,22.08,66,85,5.2,NC,1698532463
533,kayangel,8.0823,134.7173,26.89,76,99,1.9,PW,1698532463
534,guajara mirim,-10.7828,-65.3394,27.86,65,58,1.57,BR,1698532463
535,waat,51.1454,6.4958,14.04,95,100,4.12,DE,1698532464
536,norman gardens,-23.3224,150.5393,21.29,56,7,5.66,AU,1698532464
537,buka,40.8108,69.1986,19.29,38,100,0.31,UZ,1698532464
538,beipiao,41.7919,120.7792,7.4,66,6,2.1,CN,1698532465
539,ghadamis,30.1337,9.5007,24.98,22,72,4.35,LY,1698532465
540,progreso,21.2833,-89.6667,31.06,78,7,8.22,MX,1698532465
541,lamballe,48.4676,-2.5144,12.06,84,23,2.24,FR,1698532466
542,puerto deseado,-47.7503,-65.8938,14.01,22,83,11.64,AR,1698532466
543,nchelenge,-9.3451,28.734,22.34,79,24,1.11,ZM,1698532466
544,platteville,42.7342,-90.4785,4.02,69,100,4.12,US,1698532467
545,sinabang,2.4803,96.3801,25.53,86,69,0.24,ID,1698532467
546,syktyvkar,61.6764,50.8099,-4.15,73,0,4.02,RU,1698532467
547,villa regina,-39.1,-67.0667,16.95,40,62,14.05,AR,1698532467
548,zinjibar,13.1287,45.3807,27.85,70,58,6.48,YE,1698532468
549,kilindoni,-7.9139,39.6668,26.23,81,86,4.76,TZ,1698532468
550,northam,51.0333,-4.2167,10.92,94,68,5.67,GB,1698532468
551,rio claro,-22.4114,-47.5614,25.78,50,89,2.38,BR,1698532469
552,aguas vermelhas,-15.7472,-41.46,24.07,62,76,1.8,BR,1698532187
553,utete,-7.986,38.758,22.91,97,69,1.2,TZ,1698532469
554,kutum,14.2,24.6667,24.08,24,52,2.94,SD,1698532469
555,dali,25.7,100.1833,9.49,81,18,0.51,CN,1698532470
556,batyrevo,55.0675,47.6111,1.31,99,100,5.9,RU,1698532470
557,kharkhorin,47.1975,102.8238,-2.22,80,100,2.49,MN,1698532470
558,faya-largeau,17.9257,19.1043,27.0,15,13,5.65,TD,1698532471
559,alo,7.4178,6.7371,26.0,85,87,1.51,NG,1698532472
560,brookings,44.3114,-96.7984,-2.71,86,100,3.09,US,1698532473
561,jiayuguan,39.8167,98.3,8.76,32,99,0.81,CN,1698532473
562,smithers,54.7804,-127.1743,3.18,41,0,1.03,CA,1698532473
563,sona,45.4388,10.8255,12.75,87,0,2.06,IT,1698532474
564,daru,-9.0763,143.2092,24.87,94,100,6.18,PG,1698532474
565,qingdao,36.0986,120.3719,11.78,100,0,1.0,CN,1698532474
566,ataq,14.5377,46.8319,21.48,73,53,2.95,YE,1698532475
567,inirida,3.8653,-67.9239,27.48,78,97,0.22,CO,1698532475
568,eduardo castex,-35.915,-64.2945,19.73,76,81,2.5,AR,1698532475
569,ottawa,45.4112,-75.6981,9.99,65,40,5.14,CA,1698532244
570,devon,50.75,-3.75,9.83,95,76,3.78,GB,1698532476
571,guaruja,-23.9931,-46.2564,27.13,78,100,2.24,BR,1698532476
572,fort lupton,40.0847,-104.813,-0.73,87,100,1.34,US,1698532477
573,champoton,19.35,-90.7167,27.98,74,10,5.5,MX,1698532477
574,tenenkou,14.4572,-4.9169,30.68,19,2,3.88,ML,1698532478
575,weno,7.4515,151.8468,28.97,84,100,1.54,FM,1698532478
576,at taj,24.2049,23.2857,22.17,35,37,4.73,LY,1698532478
